,Date,Rainfall(mm),longitude,latitude
1,2005-06-21,9.239143371582031,34.470147559189,0.355026574170805
2,2005-06-21,11.544116973876953,34.8670305549363,0.560572990814677
3,2005-06-21,10.926716804504395,34.1302393108582,-0.15691808566681
4,2005-06-21,8.509176254272461,34.5916595516351,0.455656771238155
5,2005-06-21,0.0,34.3574260796131,-0.49527819501754
6,2005-06-21,12.468700408935547,34.7334061581899,-0.45348661850252
7,2005-06-21,15.695029258728027,34.9294982126894,-0.20616295674907
8,2005-06-21,17.808719635009766,34.808592792652,-0.57948883140227
9,2005-06-21,13.003637313842773,34.2949618772753,-1.08800571553302
10,2005-06-21,0.0,34.1811898920098,0.789089059144986
11,2005-06-21,0.0,34.1675134929346,-0.546721803243272
12,2005-06-21,32.477378845214844,34.7094781098525,-0.826857570256213
13,2005-06-21,8.828298568725586,34.7410412546229,0.408738807154319
14,2005-06-21,4.835177421569824,34.8344189472831,-0.1117154205396
15,2005-06-21,9.239143371582031,34.470147559189,0.355026574170805
16,2004-04-26,0.0,34.470147559189,0.355026574170805
17,2018-06-02,12.453967094421387,34.8670305549363,0.560572990814677
18,2018-06-02,2.9787559509277344,34.1302393108582,-0.15691808566681
19,2018-06-02,8.849316596984863,34.5916595516351,0.455656771238155
20,2018-06-02,0.0,34.3574260796131,-0.49527819501754
21,2018-06-02,5.554147720336914,34.7334061581899,-0.45348661850252
22,2018-06-02,9.556207656860352,34.9294982126894,-0.20616295674907
23,2018-06-02,7.517659664154053,34.808592792652,-0.57948883140227
24,2018-06-02,5.437488079071045,34.2949618772753,-1.08800571553302
25,2018-06-02,7.097809791564941,34.1811898920098,0.789089059144986
26,2018-06-02,0.0,34.1675134929346,-0.546721803243272
27,2018-06-02,0.0,34.7094781098525,-0.826857570256213
28,2018-06-02,11.047713279724121,34.7410412546229,0.408738807154319
29,2018-06-02,5.390950679779053,34.8344189472831,-0.1117154205396
30,2018-06-02,8.985495567321777,34.470147559189,0.355026574170805
31,2006-07-21,0.0,34.470147559189,0.355026574170805
32,2019-04-11,0.0,34.8670305549363,0.560572990814677
33,2019-04-11,0.0,34.1302393108582,-0.15691808566681
34,2019-04-11,3.4071762561798096,34.5916595516351,0.455656771238155
